# Fractional UCA Table, generated from standard UCA
# 2008-02-05, 23:31:49 GMT [MD]
# VERSION: UCA=5.1.0, UCD=5.1.0

# Generated processed version, as described in ICU design document.
# NOTES
#  - Bugs in UCA data are NOT FIXED, except for the following problems:
#    - canonical equivalents are decomposed directly (some beta UCA are wrong).
#    - overlapping variable ranges are fixed.
#  - Format is as follows:
#      <codepoint> (' ' <codepoint>)* ';' ('L' | 'S') ';' <fractionalCE>+ ' # ' <UCA_CE> '# ' <name> 
#    - zero weights are not printed
#    - S: contains at least one lowercase or SMALL kana
#    - L: otherwise
#    - Different primaries are separated by a blank line.
# WARNING
#  - Differs from previous version in that MAX value was introduced at 1F.
#    All tertiary values are shifted down by 1, filling the gap at 7!

[UCA version = 5.1.0]

0000; [,,]

2D3E; [6B 3C, 05, 05]

2D3F; [6B 3E, 05, 05]

2D40; [6B 40, 05, 05]

2D41; [6B 42, 05, 05]

2D42; [6B 44, 05, 05]

2D43; [6B 46, 05, 05]

2D44; [6B 48, 05, 05]

2D45; [6B 4A, 05, 05]

2D46; [6B 4C, 05, 05]

2D47; [6B 4E, 05, 05]

2D48; [6B 50, 05, 05]

2D49; [6B 52, 05, 05]

2D4A; [6B 54, 05, 05]

2D4B; [6B 56, 05, 05]

2D4C; [6B 58, 05, 05]

2D4D; [6B 5A, 05, 05]

2D4E; [6B 5C, 05, 05]

2D4F; [6B 5E, 05, 05]

2D50; [6B 60, 05, 05]

2D51; [6B 62, 05, 05]

2D52; [6B 64, 05, 05]

2D53; [6B 66, 05, 05]

2D54; [6B 68, 05, 05]

2D55; [6B 6A, 05, 05]

2D56; [6B 6C, 05, 05]

2D57; [6B 6E, 05, 05]

2D58; [6B 70, 05, 05]

2D59; [6B 72, 05, 05]

2D5A; [6B 74, 05, 05]

2D5B; [6B 76, 05, 05]

2D5C; [6B 78, 05, 05]

2D5D; [6B 7A, 05, 05]

2D5E; [6B 7C, 05, 05]

2D5F; [6B 7E, 05, 05]

2D60; [6B 80, 05, 05]

2D61; [6B 82, 05, 05]

2D62; [6B 84, 05, 05]

2D63; [6B 86, 05, 05]

2D64; [6B 88, 05, 05]

2D65; [6B 8A, 05, 05]

2D6F; [6B 8C, 05, 05]

1200; [6C 20, 05, 05]

1201; [6C 22, 05, 05]

1202; [6C 24, 05, 05]

1203; [6C 26, 05, 05]

1204; [6C 28, 05, 05]

1205; [6C 2A, 05, 05]

1206; [6C 2C, 05, 05]

1207; [6C 2E, 05, 05]

1208; [6C 30, 05, 05]

1209; [6C 32, 05, 05]

120A; [6C 34, 05, 05]

120B; [6C 36, 05, 05]

120C; [6C 38, 05, 05]

120D; [6C 3A, 05, 05]

120E; [6C 3C, 05, 05]

120F; [6C 3E, 05, 05]

2D80; [6C 40, 05, 05]

1210; [6C 42, 05, 05]

1211; [6C 44, 05, 05]

1212; [6C 46, 05, 05]

1213; [6C 48, 05, 05]

1214; [6C 4A, 05, 05]

1215; [6C 4C, 05, 05]

1216; [6C 4E, 05, 05]

1217; [6C 50, 05, 05]

1218; [6C 52, 05, 05]

1219; [6C 54, 05, 05]

121A; [6C 56, 05, 05]

121B; [6C 58, 05, 05]

121C; [6C 5A, 05, 05]

121D; [6C 5C, 05, 05]

121E; [6C 5E, 05, 05]

121F; [6C 60, 05, 05]

1380; [6C 62, 05, 05]

1381; [6C 64, 05, 05]

1382; [6C 66, 05, 05]

1383; [6C 68, 05, 05]

2D81; [6C 6A, 05, 05]

1220; [6C 6C, 05, 05]

1221; [6C 6E, 05, 05]

1222; [6C 70, 05, 05]

1223; [6C 72, 05, 05]

1224; [6C 74, 05, 05]

1225; [6C 76, 05, 05]

1226; [6C 78, 05, 05]

1227; [6C 7A, 05, 05]

1228; [6C 7C, 05, 05]

1229; [6C 7E, 05, 05]

122A; [6C 80, 05, 05]

122B; [6C 82, 05, 05]

122C; [6C 84, 05, 05]

122D; [6C 86, 05, 05]

122E; [6C 88, 05, 05]

122F; [6C 8A, 05, 05]

2D82; [6C 8C, 05, 05]

1230; [6C 8E, 05, 05]

1231; [6C 90, 05, 05]

1232; [6C 92, 05, 05]

1233; [6C 94, 05, 05]

1234; [6C 96, 05, 05]

1235; [6C 98, 05, 05]

1236; [6C 9A, 05, 05]

1237; [6C 9C, 05, 05]

2D83; [6C 9E, 05, 05]

1238; [6C A0, 05, 05]

1239; [6C A2, 05, 05]

123A; [6C A4, 05, 05]

123B; [6C A6, 05, 05]

123C; [6C A8, 05, 05]

123D; [6C AA, 05, 05]

123E; [6C AC, 05, 05]

123F; [6C AE, 05, 05]

2D84; [6C B0, 05, 05]

1240; [6C B2, 05, 05]

1241; [6C B4, 05, 05]

1242; [6C B6, 05, 05]

1243; [6C B8, 05, 05]

1244; [6C BA, 05, 05]

1245; [6C BC, 05, 05]

1246; [6C BE, 05, 05]

1247; [6C C0, 05, 05]

1248; [6C C2, 05, 05]

124A; [6C C4, 05, 05]

124B; [6C C6, 05, 05]

124C; [6C C8, 05, 05]

124D; [6C CA, 05, 05]

1250; [6C CC, 05, 05]

1251; [6C CE, 05, 05]

1252; [6C D0, 05, 05]

1253; [6C D2, 05, 05]

1254; [6C D4, 05, 05]

1255; [6C D6, 05, 05]

1256; [6C D8, 05, 05]

1258; [6C DA, 05, 05]

125A; [6C DC, 05, 05]

125B; [6C DE, 05, 05]

125C; [6C E0, 05, 05]

125D; [6C E2, 05, 05]

1260; [6C E4, 05, 05]

1261; [6C E6, 05, 05]

1262; [6C E8, 05, 05]

1263; [6C EA, 05, 05]

1264; [6C EC, 05, 05]

1265; [6C EE, 05, 05]

1266; [6C F0, 05, 05]

1267; [6C F2, 05, 05]

1384; [6C F4, 05, 05]

1385; [6C F6, 05, 05]

1386; [6C F8, 05, 05]

1387; [6C FA, 05, 05]

2D85; [6C FC, 05, 05]

1268; [6C FE, 05, 05]

1269; [6D 05, 05, 05]

126A; [6D 07, 05, 05]

126B; [6D 09, 05, 05]

126C; [6D 0B, 05, 05]

126D; [6D 0D, 05, 05]

126E; [6D 0F, 05, 05]

126F; [6D 11, 05, 05]

1270; [6D 13, 05, 05]

1271; [6D 15, 05, 05]

1272; [6D 17, 05, 05]

1273; [6D 19, 05, 05]

1274; [6D 1B, 05, 05]

1275; [6D 1D, 05, 05]

1276; [6D 1F, 05, 05]

1277; [6D 21, 05, 05]

2D86; [6D 23, 05, 05]

1278; [6D 25, 05, 05]

1279; [6D 27, 05, 05]

127A; [6D 29, 05, 05]

127B; [6D 2B, 05, 05]

127C; [6D 2D, 05, 05]

127D; [6D 2F, 05, 05]

127E; [6D 31, 05, 05]

127F; [6D 33, 05, 05]

2D87; [6D 35, 05, 05]

1280; [6D 37, 05, 05]

1281; [6D 39, 05, 05]

1282; [6D 3B, 05, 05]

1283; [6D 3D, 05, 05]

1284; [6D 3F, 05, 05]

1285; [6D 41, 05, 05]

1286; [6D 43, 05, 05]

1287; [6D 45, 05, 05]

1288; [6D 47, 05, 05]

128A; [6D 49, 05, 05]

128B; [6D 4B, 05, 05]

128C; [6D 4D, 05, 05]

128D; [6D 4F, 05, 05]

1290; [6D 51, 05, 05]

1291; [6D 53, 05, 05]

1292; [6D 55, 05, 05]

1293; [6D 57, 05, 05]

1294; [6D 59, 05, 05]

1295; [6D 5B, 05, 05]

1296; [6D 5D, 05, 05]

1297; [6D 5F, 05, 05]

2D88; [6D 61, 05, 05]

1298; [6D 63, 05, 05]

1299; [6D 65, 05, 05]

129A; [6D 67, 05, 05]

129B; [6D 69, 05, 05]

129C; [6D 6B, 05, 05]

129D; [6D 6D, 05, 05]

129E; [6D 6F, 05, 05]

129F; [6D 71, 05, 05]

2D89; [6D 73, 05, 05]

12A0; [6D 75, 05, 05]

12A1; [6D 77, 05, 05]

12A2; [6D 79, 05, 05]

12A3; [6D 7B, 05, 05]

12A4; [6D 7D, 05, 05]

12A5; [6D 7F, 05, 05]

12A6; [6D 81, 05, 05]

12A7; [6D 83, 05, 05]

2D8A; [6D 85, 05, 05]

12A8; [6D 87, 05, 05]

12A9; [6D 89, 05, 05]

12AA; [6D 8B, 05, 05]

12AB; [6D 8D, 05, 05]

12AC; [6D 8F, 05, 05]

12AD; [6D 91, 05, 05]

12AE; [6D 93, 05, 05]

12AF; [6D 95, 05, 05]

12B0; [6D 97, 05, 05]

12B2; [6D 99, 05, 05]

12B3; [6D 9B, 05, 05]

12B4; [6D 9D, 05, 05]

12B5; [6D 9F, 05, 05]

12B8; [6D A1, 05, 05]

12B9; [6D A3, 05, 05]

12BA; [6D A5, 05, 05]

12BB; [6D A7, 05, 05]

12BC; [6D A9, 05, 05]

12BD; [6D AB, 05, 05]

12BE; [6D AD, 05, 05]

12C0; [6D AF, 05, 05]

12C2; [6D B1, 05, 05]

12C3; [6D B3, 05, 05]

12C4; [6D B5, 05, 05]

12C5; [6D B7, 05, 05]

12C8; [6D B9, 05, 05]

12C9; [6D BB, 05, 05]

12CA; [6D BD, 05, 05]

12CB; [6D BF, 05, 05]

12CC; [6D C1, 05, 05]

12CD; [6D C3, 05, 05]

12CE; [6D C5, 05, 05]

12CF; [6D C7, 05, 05]

12D0; [6D C9, 05, 05]

12D1; [6D CB, 05, 05]

12D2; [6D CD, 05, 05]

12D3; [6D CF, 05, 05]

12D4; [6D D1, 05, 05]

12D5; [6D D3, 05, 05]

12D6; [6D D5, 05, 05]

12D8; [6D D7, 05, 05]

12D9; [6D D9, 05, 05]

12DA; [6D DB, 05, 05]

12DB; [6D DD, 05, 05]

12DC; [6D DF, 05, 05]

12DD; [6D E1, 05, 05]

12DE; [6D E3, 05, 05]

12DF; [6D E5, 05, 05]

2D8B; [6D E7, 05, 05]

12E0; [6D E9, 05, 05]

12E1; [6D EB, 05, 05]

12E2; [6D ED, 05, 05]

12E3; [6D EF, 05, 05]

12E4; [6D F1, 05, 05]

12E5; [6D F3, 05, 05]

12E6; [6D F5, 05, 05]

12E7; [6D F7, 05, 05]

12E8; [6D F9, 05, 05]

12E9; [6D FB, 05, 05]

12EA; [6D FD, 05, 05]

12EB; [6E 05, 05, 05]

12EC; [6E 07, 05, 05]

12ED; [6E 09, 05, 05]

12EE; [6E 0B, 05, 05]

12EF; [6E 0D, 05, 05]

12F0; [6E 0F, 05, 05]

12F1; [6E 11, 05, 05]

12F2; [6E 13, 05, 05]

12F3; [6E 15, 05, 05]

12F4; [6E 17, 05, 05]

12F5; [6E 19, 05, 05]

12F6; [6E 1B, 05, 05]

12F7; [6E 1D, 05, 05]

2D8C; [6E 1F, 05, 05]

12F8; [6E 21, 05, 05]

12F9; [6E 23, 05, 05]

12FA; [6E 25, 05, 05]

12FB; [6E 27, 05, 05]

12FC; [6E 29, 05, 05]

12FD; [6E 2B, 05, 05]

12FE; [6E 2D, 05, 05]

12FF; [6E 2F, 05, 05]

2D8D; [6E 31, 05, 05]

1300; [6E 33, 05, 05]

1301; [6E 35, 05, 05]

1302; [6E 37, 05, 05]

1303; [6E 39, 05, 05]

1304; [6E 3B, 05, 05]

1305; [6E 3D, 05, 05]

1306; [6E 3F, 05, 05]

1307; [6E 41, 05, 05]

2D8E; [6E 43, 05, 05]

1308; [6E 45, 05, 05]

1309; [6E 47, 05, 05]

130A; [6E 49, 05, 05]

130B; [6E 4B, 05, 05]

130C; [6E 4D, 05, 05]

130D; [6E 4F, 05, 05]

130E; [6E 51, 05, 05]

130F; [6E 53, 05, 05]

1310; [6E 55, 05, 05]

1312; [6E 57, 05, 05]

1313; [6E 59, 05, 05]

1314; [6E 5B, 05, 05]

1315; [6E 5D, 05, 05]

1318; [6E 5F, 05, 05]

1319; [6E 61, 05, 05]

131A; [6E 63, 05, 05]

131B; [6E 65, 05, 05]

131C; [6E 67, 05, 05]

131D; [6E 69, 05, 05]

131E; [6E 6B, 05, 05]

131F; [6E 6D, 05, 05]

2D93; [6E 6F, 05, 05]

2D94; [6E 71, 05, 05]

2D95; [6E 73, 05, 05]

2D96; [6E 75, 05, 05]

1320; [6E 77, 05, 05]

1321; [6E 79, 05, 05]

1322; [6E 7B, 05, 05]

1323; [6E 7D, 05, 05]

1324; [6E 7F, 05, 05]

1325; [6E 81, 05, 05]

1326; [6E 83, 05, 05]

1327; [6E 85, 05, 05]

2D8F; [6E 87, 05, 05]

1328; [6E 89, 05, 05]

1329; [6E 8B, 05, 05]

132A; [6E 8D, 05, 05]

132B; [6E 8F, 05, 05]

132C; [6E 91, 05, 05]

132D; [6E 93, 05, 05]

132E; [6E 95, 05, 05]

132F; [6E 97, 05, 05]

2D90; [6E 99, 05, 05]

1330; [6E 9B, 05, 05]

1331; [6E 9D, 05, 05]

1332; [6E 9F, 05, 05]

1333; [6E A1, 05, 05]

1334; [6E A3, 05, 05]

1335; [6E A5, 05, 05]

1336; [6E A7, 05, 05]

1337; [6E A9, 05, 05]

2D91; [6E AB, 05, 05]

1338; [6E AD, 05, 05]

1339; [6E AF, 05, 05]

133A; [6E B1, 05, 05]

133B; [6E B3, 05, 05]

133C; [6E B5, 05, 05]

133D; [6E B7, 05, 05]

133E; [6E B9, 05, 05]

133F; [6E BB, 05, 05]

1340; [6E BD, 05, 05]

1341; [6E BF, 05, 05]

1342; [6E C1, 05, 05]

1343; [6E C3, 05, 05]

1344; [6E C5, 05, 05]

1345; [6E C7, 05, 05]

1346; [6E C9, 05, 05]

1347; [6E CB, 05, 05]

1348; [6E CD, 05, 05]

1349; [6E CF, 05, 05]

134A; [6E D1, 05, 05]

134B; [6E D3, 05, 05]

134C; [6E D5, 05, 05]

134D; [6E D7, 05, 05]

134E; [6E D9, 05, 05]

134F; [6E DB, 05, 05]

1388; [6E DD, 05, 05]

1389; [6E DF, 05, 05]

138A; [6E E1, 05, 05]

138B; [6E E3, 05, 05]

1350; [6E E5, 05, 05]

1351; [6E E7, 05, 05]

1352; [6E E9, 05, 05]

1353; [6E EB, 05, 05]

1354; [6E ED, 05, 05]

1355; [6E EF, 05, 05]

1356; [6E F1, 05, 05]

1357; [6E F3, 05, 05]

138C; [6E F5, 05, 05]

138D; [6E F7, 05, 05]

138E; [6E F9, 05, 05]

138F; [6E FB, 05, 05]

2D92; [6E FD, 05, 05]

1358; [6F 05, 05, 05]

1359; [6F 07, 05, 05]

135A; [6F 09, 05, 05]

2DA0; [6F 0B, 05, 05]

2DA1; [6F 0D, 05, 05]

2DA2; [6F 0F, 05, 05]

2DA3; [6F 11, 05, 05]

2DA4; [6F 13, 05, 05]

2DA5; [6F 15, 05, 05]

2DA6; [6F 17, 05, 05]

2DA8; [6F 19, 05, 05]

2DA9; [6F 1B, 05, 05]

2DAA; [6F 1D, 05, 05]

2DAB; [6F 1F, 05, 05]

2DAC; [6F 21, 05, 05]

2DAD; [6F 23, 05, 05]

2DAE; [6F 25, 05, 05]

2DB0; [6F 27, 05, 05]

2DB1; [6F 29, 05, 05]

2DB2; [6F 2B, 05, 05]

2DB3; [6F 2D, 05, 05]

2DB4; [6F 2F, 05, 05]

2DB5; [6F 31, 05, 05]

2DB6; [6F 33, 05, 05]

2DB8; [6F 35, 05, 05]

2DB9; [6F 37, 05, 05]

2DBA; [6F 39, 05, 05]

2DBB; [6F 3B, 05, 05]

2DBC; [6F 3D, 05, 05]

2DBD; [6F 3F, 05, 05]

2DBE; [6F 41, 05, 05]

2DC0; [6F 43, 05, 05]

2DC1; [6F 45, 05, 05]

2DC2; [6F 47, 05, 05]

2DC3; [6F 49, 05, 05]

2DC4; [6F 4B, 05, 05]

2DC5; [6F 4D, 05, 05]

2DC6; [6F 4F, 05, 05]

2DC8; [6F 51, 05, 05]

2DC9; [6F 53, 05, 05]

2DCA; [6F 55, 05, 05]

2DCB; [6F 57, 05, 05]

2DCC; [6F 59, 05, 05]

2DCD; [6F 5B, 05, 05]

2DCE; [6F 5D, 05, 05]

2DD0; [6F 5F, 05, 05]

2DD1; [6F 61, 05, 05]

2DD2; [6F 63, 05, 05]

2DD3; [6F 65, 05, 05]

2DD4; [6F 67, 05, 05]

2DD5; [6F 69, 05, 05]

2DD6; [6F 6B, 05, 05]

2DD8; [6F 6D, 05, 05]

2DD9; [6F 6F, 05, 05]

2DDA; [6F 71, 05, 05]

2DDB; [6F 73, 05, 05]

2DDC; [6F 75, 05, 05]

2DDD; [6F 77, 05, 05]

2DDE; [6F 79, 05, 05]

0950; [70 20, 05, 05]

0972; [70 22, 05, 05]

0904; [70 24, 05, 05]

0905; [70 26, 05, 05]

0906; [70 28, 05, 05]

0907; [70 2A, 05, 05]

0908; [70 2C, 05, 05]

0909; [70 2E, 05, 05]

090A; [70 30, 05, 05]

090B; [70 32, 05, 05]

0960; [70 34, 05, 05]

090C; [70 36, 05, 05]

0961; [70 38, 05, 05]

090D; [70 3A, 05, 05]

090E; [70 3C, 05, 05]

090F; [70 3E, 05, 05]

0910; [70 40, 05, 05]

0911; [70 42, 05, 05]

0912; [70 44, 05, 05]

0913; [70 46, 05, 05]

0914; [70 48, 05, 05]

0915; [70 4A, 05, 05]
0958; [70 4A, 05, 05][, D9 A1, 05]

0916; [70 4C, 05, 05]
0959; [70 4C, 05, 05][, D9 A1, 05]

0917; [70 4E, 05, 05]
095A; [70 4E, 05, 05][, D9 A1, 05]

097B; [70 50, 05, 05]

0918; [70 52, 05, 05]

0919; [70 54, 05, 05]

091A; [70 56, 05, 05]

091B; [70 58, 05, 05]

091C; [70 5A, 05, 05]
095B; [70 5A, 05, 05][, D9 A1, 05]

097C; [70 5C, 05, 05]

091D; [70 5E, 05, 05]

091E; [70 60, 05, 05]

091F; [70 62, 05, 05]

0920; [70 64, 05, 05]

0921; [70 66, 05, 05]
095C; [70 66, 05, 05][, D9 A1, 05]

097E; [70 68, 05, 05]

0922; [70 6A, 05, 05]
095D; [70 6A, 05, 05][, D9 A1, 05]

0923; [70 6C, 05, 05]

0924; [70 6E, 05, 05]

0925; [70 70, 05, 05]

0926; [70 72, 05, 05]

0927; [70 74, 05, 05]

0928; [70 76, 05, 05]
0929; [70 76, 05, 05][, D9 A1, 05]

092A; [70 78, 05, 05]

092B; [70 7A, 05, 05]
095E; [70 7A, 05, 05][, D9 A1, 05]

092C; [70 7C, 05, 05]

097F; [70 7E, 05, 05]

092D; [70 80, 05, 05]

092E; [70 82, 05, 05]

092F; [70 84, 05, 05]
095F; [70 84, 05, 05][, D9 A1, 05]

0930; [70 86, 05, 05]
0931; [70 86, 05, 05][, D9 A1, 05]

0932; [70 88, 05, 05]

0933; [70 8A, 05, 05]
0934; [70 8A, 05, 05][, D9 A1, 05]

0935; [70 8C, 05, 05]

0936; [70 8E, 05, 05]

0937; [70 90, 05, 05]

0938; [70 92, 05, 05]

0939; [70 94, 05, 05]

093D; [70 96, 05, 05]

097D; [70 98, 05, 05]

093E; [70 9A, 05, 05]

093F; [70 9C, 05, 05]

0940; [70 9E, 05, 05]

0941; [70 A0, 05, 05]

0942; [70 A2, 05, 05]

0943; [70 A4, 05, 05]

0944; [70 A6, 05, 05]

0962; [70 A8, 05, 05]

0963; [70 AA, 05, 05]

0945; [70 AC, 05, 05]

0946; [70 AE, 05, 05]

0947; [70 B0, 05, 05]

0948; [70 B2, 05, 05]

0949; [70 B4, 05, 05]

094A; [70 B6, 05, 05]

094B; [70 B8, 05, 05]

094C; [70 BA, 05, 05]

094D; [70 BC, 05, 05]

0985; [71 20, 05, 05]

0986; [71 22, 05, 05]

0987; [71 24, 05, 05]

0988; [71 26, 05, 05]

0989; [71 28, 05, 05]

098A; [71 2A, 05, 05]

098B; [71 2C, 05, 05]

09E0; [71 2E, 05, 05]

098C; [71 30, 05, 05]

09E1; [71 32, 05, 05]

098F; [71 34, 05, 05]

0990; [71 36, 05, 05]

0993; [71 38, 05, 05]

0994; [71 3A, 05, 05]

0995; [71 3C, 05, 05]

0996; [71 3E, 05, 05]

0997; [71 40, 05, 05]

0998; [71 42, 05, 05]

0999; [71 44, 05, 05]

099A; [71 46, 05, 05]

099B; [71 48, 05, 05]

099C; [71 4A, 05, 05]

099D; [71 4C, 05, 05]

099E; [71 4E, 05, 05]

099F; [71 50, 05, 05]

09A0; [71 52, 05, 05]

09A1; [71 54, 05, 05]
09DC; [71 54, 05, 05][, DA 25, 05]

09A2; [71 56, 05, 05]
09DD; [71 56, 05, 05][, DA 25, 05]

09A3; [71 58, 05, 05]

09A4; [71 5A, 05, 05]
09CE; [71 5A, 05, 09][71 9C, 05, 09]

09A5; [71 5C, 05, 05]

09A6; [71 5E, 05, 05]

09A7; [71 60, 05, 05]

09A8; [71 62, 05, 05]

09AA; [71 64, 05, 05]

09AB; [71 66, 05, 05]

09AC; [71 68, 05, 05]

09AD; [71 6A, 05, 05]

09AE; [71 6C, 05, 05]

09AF; [71 6E, 05, 05]
09DF; [71 6E, 05, 05][, DA 25, 05]

09B0; [71 70, 05, 05]

09F0; [71 72, 05, 05]

09B2; [71 74, 05, 05]

09F1; [71 76, 05, 05]

09B6; [71 78, 05, 05]

09B7; [71 7A, 05, 05]

09B8; [71 7C, 05, 05]

09B9; [71 7E, 05, 05]

09BD; [71 80, 05, 05]

09BE; [71 82, 05, 05]

09BF; [71 84, 05, 05]

09C0; [71 86, 05, 05]

09C1; [71 88, 05, 05]

09C2; [71 8A, 05, 05]

09C3; [71 8C, 05, 05]

09C4; [71 8E, 05, 05]

09E2; [71 90, 05, 05]

09E3; [71 92, 05, 05]

09C7; [71 94, 05, 05]

09C8; [71 96, 05, 05]

09C7 09BE; [71 98, 05, 05]
09CB; [71 98, 05, 05]

09C7 09D7; [71 9A, 05, 05]
09CC; [71 9A, 05, 05]

09CD; [71 9C, 05, 05]

09D7; [71 9E, 05, 05]

0A74; [72 20, 05, 05]

0A73; [72 22, 05, 05]

0A09; [72 24, 05, 05]

0A0A; [72 26, 05, 05]

0A13; [72 28, 05, 05]

0A05; [72 2A, 05, 05]

0A06; [72 2C, 05, 05]

0A10; [72 2E, 05, 05]

0A14; [72 30, 05, 05]

0A72; [72 32, 05, 05]

0A07; [72 34, 05, 05]

0A08; [72 36, 05, 05]

0A0F; [72 38, 05, 05]

0A38; [72 3A, 05, 05]
0A36; [72 3A, 05, 05][, DA 65, 05]

0A39; [72 3C, 05, 05]

0A15; [72 3E, 05, 05]

0A16; [72 40, 05, 05]
0A59; [72 40, 05, 05][, DA 65, 05]

0A17; [72 42, 05, 05]
0A5A; [72 42, 05, 05][, DA 65, 05]

0A18; [72 44, 05, 05]

0A19; [72 46, 05, 05]

0A1A; [72 48, 05, 05]

0A1B; [72 4A, 05, 05]

0A1C; [72 4C, 05, 05]
0A5B; [72 4C, 05, 05][, DA 65, 05]

0A1D; [72 4E, 05, 05]

0A1E; [72 50, 05, 05]

0A1F; [72 52, 05, 05]

0A20; [72 54, 05, 05]

0A21; [72 56, 05, 05]

0A22; [72 58, 05, 05]

0A23; [72 5A, 05, 05]

0A24; [72 5C, 05, 05]

0A25; [72 5E, 05, 05]

0A26; [72 60, 05, 05]

0A27; [72 62, 05, 05]

0A28; [72 64, 05, 05]

0A2A; [72 66, 05, 05]

0A2B; [72 68, 05, 05]
0A5E; [72 68, 05, 05][, DA 65, 05]

0A2C; [72 6A, 05, 05]

0A2D; [72 6C, 05, 05]

0A2E; [72 6E, 05, 05]

0A2F; [72 70, 05, 05]

0A75; [72 72, 05, 05]

0A30; [72 74, 05, 05]

0A32; [72 76, 05, 05]
0A33; [72 76, 05, 05][, DA 65, 05]

0A35; [72 78, 05, 05]

0A5C; [72 7A, 05, 05]

0A3E; [72 7C, 05, 05]

0A3F; [72 7E, 05, 05]

0A40; [72 80, 05, 05]

0A41; [72 82, 05, 05]

0A42; [72 84, 05, 05]

0A47; [72 86, 05, 05]

0A48; [72 88, 05, 05]

0A4B; [72 8A, 05, 05]

0A4C; [72 8C, 05, 05]

0A4D; [72 8E, 05, 05]

0AD0; [73 20, 05, 05]

0A85; [73 22, 05, 05]

0A86; [73 24, 05, 05]

0A87; [73 26, 05, 05]

0A88; [73 28, 05, 05]

0A89; [73 2A, 05, 05]

0A8A; [73 2C, 05, 05]

0A8B; [73 2E, 05, 05]

0AE0; [73 30, 05, 05]

0A8C; [73 32, 05, 05]

0AE1; [73 34, 05, 05]

0A8D; [73 36, 05, 05]

0A8F; [73 38, 05, 05]

0A90; [73 3A, 05, 05]

0A91; [73 3C, 05, 05]

0A93; [73 3E, 05, 05]

0A94; [73 40, 05, 05]

0A95; [73 42, 05, 05]

0A96; [73 44, 05, 05]

0A97; [73 46, 05, 05]

0A98; [73 48, 05, 05]

0A99; [73 4A, 05, 05]

0A9A; [73 4C, 05, 05]

0A9B; [73 4E, 05, 05]

0A9C; [73 50, 05, 05]

0A9D; [73 52, 05, 05]

0A9E; [73 54, 05, 05]

0A9F; [73 56, 05, 05]

0AA0; [73 58, 05, 05]

0AA1; [73 5A, 05, 05]

0AA2; [73 5C, 05, 05]

0AA3; [73 5E, 05, 05]

0AA4; [73 60, 05, 05]

0AA5; [73 62, 05, 05]

0AA6; [73 64, 05, 05]

0AA7; [73 66, 05, 05]

0AA8; [73 68, 05, 05]

0AAA; [73 6A, 05, 05]

0AAB; [73 6C, 05, 05]

0AAC; [73 6E, 05, 05]

0AAD; [73 70, 05, 05]

0AAE; [73 72, 05, 05]

0AAF; [73 74, 05, 05]

0AB0; [73 76, 05, 05]

0AB2; [73 78, 05, 05]

0AB3; [73 7A, 05, 05]

0AB5; [73 7C, 05, 05]

0AB6; [73 7E, 05, 05]

0AB7; [73 80, 05, 05]

0AB8; [73 82, 05, 05]

0AB9; [73 84, 05, 05]

0ABD; [73 86, 05, 05]

0ABE; [73 88, 05, 05]

0ABF; [73 8A, 05, 05]

0AC0; [73 8C, 05, 05]

0AC1; [73 8E, 05, 05]

0AC2; [73 90, 05, 05]

0AC3; [73 92, 05, 05]

0AC4; [73 94, 05, 05]

0AE2; [73 96, 05, 05]

0AE3; [73 98, 05, 05]

0AC5; [73 9A, 05, 05]

0AC7; [73 9C, 05, 05]

0AC8; [73 9E, 05, 05]

0AC9; [73 A0, 05, 05]

0ACB; [73 A2, 05, 05]

0ACC; [73 A4, 05, 05]

0ACD; [73 A6, 05, 05]

0B05; [74 20, 05, 05]

0B06; [74 22, 05, 05]

0B07; [74 24, 05, 05]

0B08; [74 26, 05, 05]

0B09; [74 28, 05, 05]

0B0A; [74 2A, 05, 05]

0B0B; [74 2C, 05, 05]

0B60; [74 2E, 05, 05]

