# Fractional UCA Table, generated from standard UCA
# 2010-05-27, 22:34:57 GMT [MD]
# VERSION: UCA=6.0.0, UCD=6.0.0

# Generated processed version, as described in ICU design document.
# NOTES
#  - Bugs in UCA data are NOT FIXED, except for the following problems:
#    - canonical equivalents are decomposed directly (some beta UCA are wrong).
#    - overlapping variable ranges are fixed.
#  - Format is as follows:
#      <codepoint> (' ' <codepoint>)* ';' ('L' | 'S') ';' <fractionalCE>+ ' # ' <UCA_CE> '# ' <name> 
#    - zero weights are not printed
#    - S: contains at least one lowercase or SMALL kana
#    - L: otherwise
#    - Different primaries are separated by a blank line.
# WARNING
#  - Differs from previous version in that MAX value was introduced at 1F.
#    All tertiary values are shifted down by 1, filling the gap at 7!

[UCA version = 6.0.0]

0000; [,,]
D835 DFEF; [32 94, 05, 0B]
D835 DFF9; [32 94, 05, 0B]
2462; [32 94, 05, 0D]
24F7; [32 94, 05, 0D]
2778; [32 94, 05, 0D]
2782; [32 94, 05, 0D]
278C; [32 94, 05, 0D]
00B3; [32 94, 05, 27]
2083; [32 94, 05, 29]
0663; [32 94, 05, 05][, E0 ED, 05]
06F3; [32 94, 05, 05][, E0 FD, 05]
D803 DE62; [32 94, 05, 05][, E1 11, 05]
07C3; [32 94, 05, 05][, E1 21, 05]
136B; [32 94, 05, 05][, E1 31, 05]
D801 DCA3; [32 94, 05, 05][, E1 41, 05]
0969; [32 94, 05, 05][, E1 51, 05]
09E9; [32 94, 05, 05][, E1 61, 05]
0A69; [32 94, 05, 05][, E1 71, 05]
0AE9; [32 94, 05, 05][, E1 81, 05]
0B69; [32 94, 05, 05][, E1 91, 05]
0BE9; [32 94, 05, 05][, E1 A1, 05]
0C69; [32 94, 05, 05][, E1 B1, 05]
0C7B; [32 94, 05, 05][, E1 B1, 05]
0C7E; [32 94, 05, 05][, E1 B1, 05]
0CE9; [32 94, 05, 05][, E1 C1, 05]
0D69; [32 94, 05, 05][, E1 D1, 05]
ABF3; [32 94, 05, 05][, E1 E1, 05]
A8D3; [32 94, 05, 05][, E1 F1, 05]
1949; [32 94, 05, 05][, E2 05, 05]
19D3; [32 94, 05, 05][, E2 15, 05]
1A83; [32 94, 05, 05][, E2 35, 05]
1A93; [32 94, 05, 05][, E2 45, 05]
0E53; [32 94, 05, 05][, E2 55, 05]
0ED3; [32 94, 05, 05][, E2 65, 05]
0F23; [32 94, 05, 05][, E2 75, 05]
0F2C; [32 94, 05, 09][, E2 75, 09]
1C43; [32 94, 05, 05][, E2 85, 05]
A903; [32 94, 05, 05][, E2 95, 05]
1043; [32 94, 05, 05][, E2 A5, 05]
1093; [32 94, 05, 05][, E2 B5, 05]
17E3; [32 94, 05, 05][, E2 C5, 05]
17F3; [32 94, 05, 05][, E2 D5, 05]
AA53; [32 94, 05, 05][, E2 E5, 05]
1B53; [32 94, 05, 05][, E2 F5, 05]
A9D3; [32 94, 05, 05][, E3 09, 05]
1BB3; [32 94, 05, 05][, E3 19, 05]
1813; [32 94, 05, 05][, E3 29, 05]
1C53; [32 94, 05, 05][, E3 39, 05]
A623; [32 94, 05, 05][, E3 49, 05]
3023; [32 94, 05, 05][, E3 59, 05]
D800 DD09; [32 94, 05, 05][, E3 69, 05]
D809 DC01; [32 94, 05, 05][, E3 B9, 05]
D809 DC08; [32 94, 05, 05][, E3 B9, 05]
D809 DC17; [32 94, 05, 05][, E3 B9, 05]
D809 DC20; [32 94, 05, 05][, E3 B9, 05]
D809 DC24; [32 94, 05, 05][, E3 B9, 05]
D809 DC25; [32 94, 05, 05][, E3 B9, 05]
D809 DC2E; [32 94, 05, 05][, E3 B9, 05]
D809 DC2F; [32 94, 05, 05][, E3 B9, 05]
D809 DC36; [32 94, 05, 05][, E3 B9, 05]
D809 DC37; [32 94, 05, 05][, E3 B9, 05]
D809 DC3A; [32 94, 05, 05][, E3 B9, 05]
D809 DC3B; [32 94, 05, 05][, E3 B9, 05]
D809 DC4B; [32 94, 05, 05][, E3 B9, 05]
D809 DC51; [32 94, 05, 05][, E3 B9, 05]
D802 DD1B; [32 94, 05, 05][, E3 D9, 05]
D802 DC5A; [32 94, 05, 05][, E3 E9, 05]
D802 DF5A; [32 94, 05, 05][, E3 F9, 05]
D802 DF7A; [32 94, 05, 05][, E4 0D, 05]
D804 DC69; [32 94, 05, 05][, E4 1D, 05]
D804 DC54; [32 94, 05, 05][, E4 2D, 05]
D802 DE42; [32 94, 05, 05][, E4 3D, 05]
D834 DF62; [32 94, 05, 05][, E4 4D, 05]
D83C DD04; [32 94, 05, 09][07 D0, 05, 09]
248A; [32 94, 05, 09][08 6F, 05, 09]
00BE; [32 94, 05, 3B][0A 37, 05, 3B][32 96, 05, 3D]
2157; [32 94, 05, 3B][0A 37, 05, 3B][32 98, 05, 3D]
215C; [32 94, 05, 3B][0A 37, 05, 3B][32 9E, 05, 3D]
324A; [32 94, 05, 0D][32 8E, 05, 0D]
325A; [32 94, 05, 0D][32 8E, 05, 0D]
33FD; [32 94, 05, 09][32 8E, 05, 09][E0 34 F0, 05, 3D]
325B; [32 94, 05, 0D][32 90, 05, 0D]
33FE; [32 94, 05, 09][32 90, 05, 09][E0 34 F0, 05, 3D]
325C; [32 94, 05, 0D][32 92, 05, 0D]
325D; [32 94, 05, 0D][32 94, 05, 0D]
325E; [32 94, 05, 0D][32 96, 05, 0D]
325F; [32 94, 05, 0D][32 98, 05, 0D]
32B1; [32 94, 05, 0D][32 9A, 05, 0D]
32B2; [32 94, 05, 0D][32 9C, 05, 0D]
32B3; [32 94, 05, 0D][32 9E, 05, 0D]
32B4; [32 94, 05, 0D][32 A0, 05, 0D]
33E2; [32 94, 05, 09][E0 34 F0, 05, 09]
32C2; [32 94, 05, 09][E0 37 48, 05, 09]
335B; [32 94, 05, 09][E0 4B 22, 05, 09]

0034; [32 96, 05, 05]
FF14; [32 96, 05, 07]
D835 DFD2; [32 96, 05, 0B]
D835 DFDC; [32 96, 05, 0B]
D835 DFE6; [32 96, 05, 0B]
D835 DFF0; [32 96, 05, 0B]
D835 DFFA; [32 96, 05, 0B]
2463; [32 96, 05, 0D]
24F8; [32 96, 05, 0D]
2779; [32 96, 05, 0D]
2783; [32 96, 05, 0D]
278D; [32 96, 05, 0D]
2074; [32 96, 05, 27]
2084; [32 96, 05, 29]
0664; [32 96, 05, 05][, E0 ED, 05]
06F4; [32 96, 05, 05][, E0 FD, 05]
D803 DE63; [32 96, 05, 05][, E1 11, 05]
07C4; [32 96, 05, 05][, E1 21, 05]
136C; [32 96, 05, 05][, E1 31, 05]
D801 DCA4; [32 96, 05, 05][, E1 41, 05]
096A; [32 96, 05, 05][, E1 51, 05]
09EA; [32 96, 05, 05][, E1 61, 05]
0A6A; [32 96, 05, 05][, E1 71, 05]
0AEA; [32 96, 05, 05][, E1 81, 05]
0B6A; [32 96, 05, 05][, E1 91, 05]
0BEA; [32 96, 05, 05][, E1 A1, 05]
0C6A; [32 96, 05, 05][, E1 B1, 05]
0CEA; [32 96, 05, 05][, E1 C1, 05]
0D6A; [32 96, 05, 05][, E1 D1, 05]
ABF4; [32 96, 05, 05][, E1 E1, 05]
A8D4; [32 96, 05, 05][, E1 F1, 05]
194A; [32 96, 05, 05][, E2 05, 05]
19D4; [32 96, 05, 05][, E2 15, 05]
1A84; [32 96, 05, 05][, E2 35, 05]
1A94; [32 96, 05, 05][, E2 45, 05]
0E54; [32 96, 05, 05][, E2 55, 05]
0ED4; [32 96, 05, 05][, E2 65, 05]
0F24; [32 96, 05, 05][, E2 75, 05]
0F2D; [32 96, 05, 09][, E2 75, 09]
1C44; [32 96, 05, 05][, E2 85, 05]
A904; [32 96, 05, 05][, E2 95, 05]
1044; [32 96, 05, 05][, E2 A5, 05]
1094; [32 96, 05, 05][, E2 B5, 05]
17E4; [32 96, 05, 05][, E2 C5, 05]
17F4; [32 96, 05, 05][, E2 D5, 05]
AA54; [32 96, 05, 05][, E2 E5, 05]
1B54; [32 96, 05, 05][, E2 F5, 05]
A9D4; [32 96, 05, 05][, E3 09, 05]
1BB4; [32 96, 05, 05][, E3 19, 05]
1814; [32 96, 05, 05][, E3 29, 05]
1C54; [32 96, 05, 05][, E3 39, 05]
A624; [32 96, 05, 05][, E3 49, 05]
3024; [32 96, 05, 05][, E3 59, 05]
D800 DD0A; [32 96, 05, 05][, E3 69, 05]
D809 DC02; [32 96, 05, 05][, E3 B9, 05]
D809 DC09; [32 96, 05, 05][, E3 B9, 05]
D809 DC0F; [32 96, 05, 05][, E3 B9, 05]
D809 DC18; [32 96, 05, 05][, E3 B9, 05]
D809 DC21; [32 96, 05, 05][, E3 B9, 05]
D809 DC26; [32 96, 05, 05][, E3 B9, 05]
D809 DC30; [32 96, 05, 05][, E3 B9, 05]
D809 DC38; [32 96, 05, 05][, E3 B9, 05]
D809 DC3C; [32 96, 05, 05][, E3 B9, 05]
D809 DC3D; [32 96, 05, 05][, E3 B9, 05]
D809 DC3E; [32 96, 05, 05][, E3 B9, 05]
D809 DC3F; [32 96, 05, 05][, E3 B9, 05]
D809 DC4C; [32 96, 05, 05][, E3 B9, 05]
D809 DC52; [32 96, 05, 05][, E3 B9, 05]
D809 DC53; [32 96, 05, 05][, E3 B9, 05]
D802 DF5B; [32 96, 05, 05][, E3 F9, 05]
D802 DF7B; [32 96, 05, 05][, E4 0D, 05]
D804 DC6A; [32 96, 05, 05][, E4 1D, 05]
D804 DC55; [32 96, 05, 05][, E4 2D, 05]
D802 DE43; [32 96, 05, 05][, E4 3D, 05]
D834 DF63; [32 96, 05, 05][, E4 4D, 05]
D83C DD05; [32 96, 05, 09][07 D0, 05, 09]
248B; [32 96, 05, 09][08 6F, 05, 09]
2158; [32 96, 05, 3B][0A 37, 05, 3B][32 98, 05, 3D]
324B; [32 96, 05, 0D][32 8E, 05, 0D]
32B5; [32 96, 05, 0D][32 8E, 05, 0D]
32B6; [32 96, 05, 0D][32 90, 05, 0D]
32B7; [32 96, 05, 0D][32 92, 05, 0D]
32B8; [32 96, 05, 0D][32 94, 05, 0D]
32B9; [32 96, 05, 0D][32 96, 05, 0D]
32BA; [32 96, 05, 0D][32 98, 05, 0D]
32BB; [32 96, 05, 0D][32 9A, 05, 0D]
32BC; [32 96, 05, 0D][32 9C, 05, 0D]
32BD; [32 96, 05, 0D][32 9E, 05, 0D]
32BE; [32 96, 05, 0D][32 A0, 05, 0D]
33E3; [32 96, 05, 09][E0 34 F0, 05, 09]
32C3; [32 96, 05, 09][E0 37 48, 05, 09]
335C; [32 96, 05, 09][E0 4B 22, 05, 09]

0035; [32 98, 05, 05]
FF15; [32 98, 05, 07]
D835 DFD3; [32 98, 05, 0B]
D835 DFDD; [32 98, 05, 0B]
D835 DFE7; [32 98, 05, 0B]
D835 DFF1; [32 98, 05, 0B]
D835 DFFB; [32 98, 05, 0B]
2464; [32 98, 05, 0D]
24F9; [32 98, 05, 0D]
277A; [32 98, 05, 0D]
2784; [32 98, 05, 0D]
278E; [32 98, 05, 0D]
2075; [32 98, 05, 27]
2085; [32 98, 05, 29]
0665; [32 98, 05, 05][, E0 ED, 05]
06F5; [32 98, 05, 05][, E0 FD, 05]
D803 DE64; [32 98, 05, 05][, E1 11, 05]
07C5; [32 98, 05, 05][, E1 21, 05]
136D; [32 98, 05, 05][, E1 31, 05]
D801 DCA5; [32 98, 05, 05][, E1 41, 05]
096B; [32 98, 05, 05][, E1 51, 05]
09EB; [32 98, 05, 05][, E1 61, 05]
0A6B; [32 98, 05, 05][, E1 71, 05]
0AEB; [32 98, 05, 05][, E1 81, 05]
0B6B; [32 98, 05, 05][, E1 91, 05]
0BEB; [32 98, 05, 05][, E1 A1, 05]
0C6B; [32 98, 05, 05][, E1 B1, 05]
0CEB; [32 98, 05, 05][, E1 C1, 05]
0D6B; [32 98, 05, 05][, E1 D1, 05]
ABF5; [32 98, 05, 05][, E1 E1, 05]
A8D5; [32 98, 05, 05][, E1 F1, 05]
194B; [32 98, 05, 05][, E2 05, 05]
19D5; [32 98, 05, 05][, E2 15, 05]
1A85; [32 98, 05, 05][, E2 35, 05]
1A95; [32 98, 05, 05][, E2 45, 05]
0E55; [32 98, 05, 05][, E2 55, 05]
0ED5; [32 98, 05, 05][, E2 65, 05]
0F25; [32 98, 05, 05][, E2 75, 05]
0F2E; [32 98, 05, 09][, E2 75, 09]
1C45; [32 98, 05, 05][, E2 85, 05]
A905; [32 98, 05, 05][, E2 95, 05]
1045; [32 98, 05, 05][, E2 A5, 05]
1095; [32 98, 05, 05][, E2 B5, 05]
17E5; [32 98, 05, 05][, E2 C5, 05]
17F5; [32 98, 05, 05][, E2 D5, 05]
AA55; [32 98, 05, 05][, E2 E5, 05]
1B55; [32 98, 05, 05][, E2 F5, 05]
A9D5; [32 98, 05, 05][, E3 09, 05]
1BB5; [32 98, 05, 05][, E3 19, 05]
1815; [32 98, 05, 05][, E3 29, 05]
1C55; [32 98, 05, 05][, E3 39, 05]
A625; [32 98, 05, 05][, E3 49, 05]
3025; [32 98, 05, 05][, E3 59, 05]
D800 DD0B; [32 98, 05, 05][, E3 69, 05]
D800 DD43; [32 98, 05, 05][, E3 79, 05]
D800 DD48; [32 98, 05, 05][, E3 79, 05]
D800 DD4F; [32 98, 05, 05][, E3 79, 05]
D800 DD5F; [32 98, 05, 05][, E3 79, 05]
D800 DD73; [32 98, 05, 05][, E3 79, 05]
D800 DF21; [32 98, 05, 05][, E3 99, 05]
D809 DC03; [32 98, 05, 05][, E3 B9, 05]
D809 DC0A; [32 98, 05, 05][, E3 B9, 05]
D809 DC10; [32 98, 05, 05][, E3 B9, 05]
D809 DC19; [32 98, 05, 05][, E3 B9, 05]
D809 DC22; [32 98, 05, 05][, E3 B9, 05]
D809 DC27; [32 98, 05, 05][, E3 B9, 05]
D809 DC31; [32 98, 05, 05][, E3 B9, 05]
D809 DC39; [32 98, 05, 05][, E3 B9, 05]
D809 DC4D; [32 98, 05, 05][, E3 B9, 05]
D809 DC54; [32 98, 05, 05][, E3 B9, 05]
D809 DC55; [32 98, 05, 05][, E3 B9, 05]
D804 DC6B; [32 98, 05, 05][, E4 1D, 05]
D804 DC56; [32 98, 05, 05][, E4 2D, 05]
D834 DF64; [32 98, 05, 05][, E4 4D, 05]
D83C DD06; [32 98, 05, 09][07 D0, 05, 09]
248C; [32 98, 05, 09][08 6F, 05, 09]
215A; [32 98, 05, 3B][0A 37, 05, 3B][32 9A, 05, 3D]
215D; [32 98, 05, 3B][0A 37, 05, 3B][32 9E, 05, 3D]
324C; [32 98, 05, 0D][32 8E, 05, 0D]
32BF; [32 98, 05, 0D][32 8E, 05, 0D]
33E4; [32 98, 05, 09][E0 34 F0, 05, 09]
32C4; [32 98, 05, 09][E0 37 48, 05, 09]
335D; [32 98, 05, 09][E0 4B 22, 05, 09]

0036; [32 9A, 05, 05]
FF16; [32 9A, 05, 07]
D835 DFD4; [32 9A, 05, 0B]
D835 DFDE; [32 9A, 05, 0B]
D835 DFE8; [32 9A, 05, 0B]
D835 DFF2; [32 9A, 05, 0B]
D835 DFFC; [32 9A, 05, 0B]
2465; [32 9A, 05, 0D]
24FA; [32 9A, 05, 0D]
277B; [32 9A, 05, 0D]
2785; [32 9A, 05, 0D]
278F; [32 9A, 05, 0D]
2076; [32 9A, 05, 27]
2086; [32 9A, 05, 29]
0666; [32 9A, 05, 05][, E0 ED, 05]
06F6; [32 9A, 05, 05][, E0 FD, 05]
D803 DE65; [32 9A, 05, 05][, E1 11, 05]
07C6; [32 9A, 05, 05][, E1 21, 05]
136E; [32 9A, 05, 05][, E1 31, 05]
D801 DCA6; [32 9A, 05, 05][, E1 41, 05]
096C; [32 9A, 05, 05][, E1 51, 05]
09EC; [32 9A, 05, 05][, E1 61, 05]
0A6C; [32 9A, 05, 05][, E1 71, 05]
0AEC; [32 9A, 05, 05][, E1 81, 05]
0B6C; [32 9A, 05, 05][, E1 91, 05]
0BEC; [32 9A, 05, 05][, E1 A1, 05]
0C6C; [32 9A, 05, 05][, E1 B1, 05]
0CEC; [32 9A, 05, 05][, E1 C1, 05]
0D6C; [32 9A, 05, 05][, E1 D1, 05]
ABF6; [32 9A, 05, 05][, E1 E1, 05]
A8D6; [32 9A, 05, 05][, E1 F1, 05]
194C; [32 9A, 05, 05][, E2 05, 05]
19D6; [32 9A, 05, 05][, E2 15, 05]
1A86; [32 9A, 05, 05][, E2 35, 05]
1A96; [32 9A, 05, 05][, E2 45, 05]
0E56; [32 9A, 05, 05][, E2 55, 05]
0ED6; [32 9A, 05, 05][, E2 65, 05]
0F26; [32 9A, 05, 05][, E2 75, 05]
0F2F; [32 9A, 05, 09][, E2 75, 09]
1C46; [32 9A, 05, 05][, E2 85, 05]
A906; [32 9A, 05, 05][, E2 95, 05]
1046; [32 9A, 05, 05][, E2 A5, 05]
1096; [32 9A, 05, 05][, E2 B5, 05]
17E6; [32 9A, 05, 05][, E2 C5, 05]
17F6; [32 9A, 05, 05][, E2 D5, 05]
AA56; [32 9A, 05, 05][, E2 E5, 05]
1B56; [32 9A, 05, 05][, E2 F5, 05]
A9D6; [32 9A, 05, 05][, E3 09, 05]
1BB6; [32 9A, 05, 05][, E3 19, 05]
1816; [32 9A, 05, 05][, E3 29, 05]
1C56; [32 9A, 05, 05][, E3 39, 05]
A626; [32 9A, 05, 05][, E3 49, 05]
3026; [32 9A, 05, 05][, E3 59, 05]
D800 DD0C; [32 9A, 05, 05][, E3 69, 05]
2185; [32 9A, 05, 05][, E3 89, 05]
D809 DC04; [32 9A, 05, 05][, E3 B9, 05]
D809 DC0B; [32 9A, 05, 05][, E3 B9, 05]
D809 DC11; [32 9A, 05, 05][, E3 B9, 05]
D809 DC1A; [32 9A, 05, 05][, E3 B9, 05]
D809 DC28; [32 9A, 05, 05][, E3 B9, 05]
D809 DC40; [32 9A, 05, 05][, E3 B9, 05]
D809 DC4E; [32 9A, 05, 05][, E3 B9, 05]
D804 DC6C; [32 9A, 05, 05][, E4 1D, 05]
D804 DC57; [32 9A, 05, 05][, E4 2D, 05]
D834 DF65; [32 9A, 05, 05][, E4 4D, 05]
D83C DD07; [32 9A, 05, 09][07 D0, 05, 09]
248D; [32 9A, 05, 09][08 6F, 05, 09]
324D; [32 9A, 05, 0D][32 8E, 05, 0D]
33E5; [32 9A, 05, 09][E0 34 F0, 05, 09]
32C5; [32 9A, 05, 09][E0 37 48, 05, 09]
335E; [32 9A, 05, 09][E0 4B 22, 05, 09]

0037; [32 9C, 05, 05]
FF17; [32 9C, 05, 07]
D835 DFD5; [32 9C, 05, 0B]
D835 DFDF; [32 9C, 05, 0B]
D835 DFE9; [32 9C, 05, 0B]
D835 DFF3; [32 9C, 05, 0B]
D835 DFFD; [32 9C, 05, 0B]
2466; [32 9C, 05, 0D]
24FB; [32 9C, 05, 0D]
277C; [32 9C, 05, 0D]
2786; [32 9C, 05, 0D]
2790; [32 9C, 05, 0D]
2077; [32 9C, 05, 27]
2087; [32 9C, 05, 29]
0667; [32 9C, 05, 05][, E0 ED, 05]
06F7; [32 9C, 05, 05][, E0 FD, 05]
D803 DE66; [32 9C, 05, 05][, E1 11, 05]
07C7; [32 9C, 05, 05][, E1 21, 05]
136F; [32 9C, 05, 05][, E1 31, 05]
D801 DCA7; [32 9C, 05, 05][, E1 41, 05]
096D; [32 9C, 05, 05][, E1 51, 05]
09ED; [32 9C, 05, 05][, E1 61, 05]
0A6D; [32 9C, 05, 05][, E1 71, 05]
0AED; [32 9C, 05, 05][, E1 81, 05]
0B6D; [32 9C, 05, 05][, E1 91, 05]
0BED; [32 9C, 05, 05][, E1 A1, 05]
0C6D; [32 9C, 05, 05][, E1 B1, 05]
0CED; [32 9C, 05, 05][, E1 C1, 05]
0D6D; [32 9C, 05, 05][, E1 D1, 05]
ABF7; [32 9C, 05, 05][, E1 E1, 05]
A8D7; [32 9C, 05, 05][, E1 F1, 05]
194D; [32 9C, 05, 05][, E2 05, 05]
19D7; [32 9C, 05, 05][, E2 15, 05]
1A87; [32 9C, 05, 05][, E2 35, 05]
1A97; [32 9C, 05, 05][, E2 45, 05]
0E57; [32 9C, 05, 05][, E2 55, 05]
0ED7; [32 9C, 05, 05][, E2 65, 05]
0F27; [32 9C, 05, 05][, E2 75, 05]
0F30; [32 9C, 05, 09][, E2 75, 09]
1C47; [32 9C, 05, 05][, E2 85, 05]
A907; [32 9C, 05, 05][, E2 95, 05]
1047; [32 9C, 05, 05][, E2 A5, 05]
1097; [32 9C, 05, 05][, E2 B5, 05]
17E7; [32 9C, 05, 05][, E2 C5, 05]
17F7; [32 9C, 05, 05][, E2 D5, 05]
AA57; [32 9C, 05, 05][, E2 E5, 05]
1B57; [32 9C, 05, 05][, E2 F5, 05]
A9D7; [32 9C, 05, 05][, E3 09, 05]
1BB7; [32 9C, 05, 05][, E3 19, 05]
1817; [32 9C, 05, 05][, E3 29, 05]
1C57; [32 9C, 05, 05][, E3 39, 05]
A627; [32 9C, 05, 05][, E3 49, 05]
3027; [32 9C, 05, 05][, E3 59, 05]
D800 DD0D; [32 9C, 05, 05][, E3 69, 05]
D809 DC05; [32 9C, 05, 05][, E3 B9, 05]
D809 DC0C; [32 9C, 05, 05][, E3 B9, 05]
D809 DC12; [32 9C, 05, 05][, E3 B9, 05]
D809 DC1B; [32 9C, 05, 05][, E3 B9, 05]
D809 DC29; [32 9C, 05, 05][, E3 B9, 05]
D809 DC41; [32 9C, 05, 05][, E3 B9, 05]
D809 DC42; [32 9C, 05, 05][, E3 B9, 05]
D809 DC43; [32 9C, 05, 05][, E3 B9, 05]
D804 DC6D; [32 9C, 05, 05][, E4 1D, 05]
D804 DC58; [32 9C, 05, 05][, E4 2D, 05]
D834 DF66; [32 9C, 05, 05][, E4 4D, 05]
D83C DD08; [32 9C, 05, 09][07 D0, 05, 09]
248E; [32 9C, 05, 09][08 6F, 05, 09]
215E; [32 9C, 05, 3B][0A 37, 05, 3B][32 9E, 05, 3D]
324E; [32 9C, 05, 0D][32 8E, 05, 0D]
33E6; [32 9C, 05, 09][E0 34 F0, 05, 09]
32C6; [32 9C, 05, 09][E0 37 48, 05, 09]
335F; [32 9C, 05, 09][E0 4B 22, 05, 09]

0038; [32 9E, 05, 05]
FF18; [32 9E, 05, 07]
D835 DFD6; [32 9E, 05, 0B]
D835 DFE0; [32 9E, 05, 0B]
D835 DFEA; [32 9E, 05, 0B]
D835 DFF4; [32 9E, 05, 0B]
D835 DFFE; [32 9E, 05, 0B]
2467; [32 9E, 05, 0D]
24FC; [32 9E, 05, 0D]
277D; [32 9E, 05, 0D]
2787; [32 9E, 05, 0D]
2791; [32 9E, 05, 0D]
2078; [32 9E, 05, 27]
2088; [32 9E, 05, 29]
0668; [32 9E, 05, 05][, E0 ED, 05]
06F8; [32 9E, 05, 05][, E0 FD, 05]
D803 DE67; [32 9E, 05, 05][, E1 11, 05]
07C8; [32 9E, 05, 05][, E1 21, 05]
1370; [32 9E, 05, 05][, E1 31, 05]
D801 DCA8; [32 9E, 05, 05][, E1 41, 05]
096E; [32 9E, 05, 05][, E1 51, 05]
09EE; [32 9E, 05, 05][, E1 61, 05]
0A6E; [32 9E, 05, 05][, E1 71, 05]
0AEE; [32 9E, 05, 05][, E1 81, 05]
0B6E; [32 9E, 05, 05][, E1 91, 05]
0BEE; [32 9E, 05, 05][, E1 A1, 05]
0C6E; [32 9E, 05, 05][, E1 B1, 05]
0CEE; [32 9E, 05, 05][, E1 C1, 05]
0D6E; [32 9E, 05, 05][, E1 D1, 05]
ABF8; [32 9E, 05, 05][, E1 E1, 05]
A8D8; [32 9E, 05, 05][, E1 F1, 05]
194E; [32 9E, 05, 05][, E2 05, 05]
19D8; [32 9E, 05, 05][, E2 15, 05]
1A88; [32 9E, 05, 05][, E2 35, 05]
1A98; [32 9E, 05, 05][, E2 45, 05]
0E58; [32 9E, 05, 05][, E2 55, 05]
0ED8; [32 9E, 05, 05][, E2 65, 05]
0F28; [32 9E, 05, 05][, E2 75, 05]
0F31; [32 9E, 05, 09][, E2 75, 09]
1C48; [32 9E, 05, 05][, E2 85, 05]
A908; [32 9E, 05, 05][, E2 95, 05]
1048; [32 9E, 05, 05][, E2 A5, 05]
1098; [32 9E, 05, 05][, E2 B5, 05]
17E8; [32 9E, 05, 05][, E2 C5, 05]
17F8; [32 9E, 05, 05][, E2 D5, 05]
AA58; [32 9E, 05, 05][, E2 E5, 05]
1B58; [32 9E, 05, 05][, E2 F5, 05]
A9D8; [32 9E, 05, 05][, E3 09, 05]
1BB8; [32 9E, 05, 05][, E3 19, 05]
1818; [32 9E, 05, 05][, E3 29, 05]
1C58; [32 9E, 05, 05][, E3 39, 05]
A628; [32 9E, 05, 05][, E3 49, 05]
3028; [32 9E, 05, 05][, E3 59, 05]
D800 DD0E; [32 9E, 05, 05][, E3 69, 05]
D809 DC06; [32 9E, 05, 05][, E3 B9, 05]
D809 DC0D; [32 9E, 05, 05][, E3 B9, 05]
D809 DC13; [32 9E, 05, 05][, E3 B9, 05]
D809 DC1C; [32 9E, 05, 05][, E3 B9, 05]
D809 DC2A; [32 9E, 05, 05][, E3 B9, 05]
D809 DC44; [32 9E, 05, 05][, E3 B9, 05]
D809 DC45; [32 9E, 05, 05][, E3 B9, 05]
D804 DC6E; [32 9E, 05, 05][, E4 1D, 05]
D804 DC59; [32 9E, 05, 05][, E4 2D, 05]
D834 DF67; [32 9E, 05, 05][, E4 4D, 05]
D83C DD09; [32 9E, 05, 09][07 D0, 05, 09]
248F; [32 9E, 05, 09][08 6F, 05, 09]
324F; [32 9E, 05, 0D][32 8E, 05, 0D]
33E7; [32 9E, 05, 09][E0 34 F0, 05, 09]
32C7; [32 9E, 05, 09][E0 37 48, 05, 09]
3360; [32 9E, 05, 09][E0 4B 22, 05, 09]

0039; [32 A0, 05, 05]
FF19; [32 A0, 05, 07]
D835 DFD7; [32 A0, 05, 0B]
D835 DFE1; [32 A0, 05, 0B]
D835 DFEB; [32 A0, 05, 0B]
D835 DFF5; [32 A0, 05, 0B]
D835 DFFF; [32 A0, 05, 0B]
2468; [32 A0, 05, 0D]
24FD; [32 A0, 05, 0D]
277E; [32 A0, 05, 0D]
2788; [32 A0, 05, 0D]
2792; [32 A0, 05, 0D]
2079; [32 A0, 05, 27]
2089; [32 A0, 05, 29]
0669; [32 A0, 05, 05][, E0 ED, 05]
06F9; [32 A0, 05, 05][, E0 FD, 05]
D803 DE68; [32 A0, 05, 05][, E1 11, 05]
07C9; [32 A0, 05, 05][, E1 21, 05]
1371; [32 A0, 05, 05][, E1 31, 05]
D801 DCA9; [32 A0, 05, 05][, E1 41, 05]
096F; [32 A0, 05, 05][, E1 51, 05]
09EF; [32 A0, 05, 05][, E1 61, 05]
0A6F; [32 A0, 05, 05][, E1 71, 05]
0AEF; [32 A0, 05, 05][, E1 81, 05]
0B6F; [32 A0, 05, 05][, E1 91, 05]
0BEF; [32 A0, 05, 05][, E1 A1, 05]
0C6F; [32 A0, 05, 05][, E1 B1, 05]
0CEF; [32 A0, 05, 05][, E1 C1, 05]
0D6F; [32 A0, 05, 05][, E1 D1, 05]
ABF9; [32 A0, 05, 05][, E1 E1, 05]
A8D9; [32 A0, 05, 05][, E1 F1, 05]
194F; [32 A0, 05, 05][, E2 05, 05]
19D9; [32 A0, 05, 05][, E2 15, 05]
1A89; [32 A0, 05, 05][, E2 35, 05]
1A99; [32 A0, 05, 05][, E2 45, 05]
0E59; [32 A0, 05, 05][, E2 55, 05]
0ED9; [32 A0, 05, 05][, E2 65, 05]
0F29; [32 A0, 05, 05][, E2 75, 05]
0F32; [32 A0, 05, 09][, E2 75, 09]
1C49; [32 A0, 05, 05][, E2 85, 05]
A909; [32 A0, 05, 05][, E2 95, 05]
1049; [32 A0, 05, 05][, E2 A5, 05]
